Artist,Title songs,Popularity,label
Fleetwood Mac,Stand on the Rock,22,1
The Beatles,Hey Jude - Remastered 2015,76,4
Craig Campbell,That's Music To Me,22,4
Sturgill Simpson,Turtles All the Way Down,60,0
The Weeknd,Die For You,76,4
Norah Jones,Seven Years,61,2
AKMU,NAKKA (with IU),67,0
Johnny Rivers,Rockin' Pneumonia And The Boogie Woogie Flu,47,0
Lost Frequencies,Where Are You Now,93,2
SZA,Drew Barrymore,75,2
Jackson Browne,Rock Me on the Water,29,2
Selena Gomez,Wolves,81,4
Anne-Marie,2002,82,0
Spoon,Inside Out,65,2
Wiz Khalifa,The Thrill,80,0
Jason Derulo,Acapulco,88,0
Black Eyed Peas,Imma Be,67,4
MGMT,Time to Pretend,73,4
Trippie Redd,1400 / 999 Freestyle,77,0
Horace Silver,Song For My Father,57,2
Endank Soekamti,Miauw,15,4
Titik Temu,Nusa Karya Indonesia,0,1
Sam Hunt,Body Like A Back Road,74,0
EXO,Tempo,64,0
Music Travel Love,The Only One,53,2
BTS,Blood Sweat & Tears,76,0
Boney James,Low And Slow,50,3
Raisa,Love & Let Go,57,2
Hara Noda,Seven Falls,56,3
Orleans,Dance with Me,35,2
JPCC Worship,Sampai Akhir Hidupku,54,4
Virgoun,Bukti,63,2
The Neighbourhood,Fallen Star,72,4
The Rolling Stones,"Paint It, Black",80,1
Boombastic,Rumble in the Jungle,0,2
Ronnie Dunn,They Still Play Country Music in Texas,22,0
Homicide (Indonesia),Membaca Gejala Dari Jelaga,15,4
J. Cole,MIDDLE CHILD,81,4
BIBI,Life is a Bi…,61,0
Sam Smith,How Do You Sleep?,78,4
Meek Mill,Dreams and Nightmares,73,2
Nelly,Country Grammar (Hot Shit),70,0
John Denver,Rudolph the Red Nosed Reindeer,60,2
Calvin Harris,Feel So Close - Radio Edit,80,0
Johann Sebastian Bach,"Orgelbüchlein, BWV 599-644: Vom Himmel hoch, da komm'ich her, BWV606",0,3
Foghat,Eight Days on the Road,14,0
Iggy Azalea,Fancy,70,4
The Lumineers,Cleopatra,70,4
Joey + Rory,I'm Not Lisa,22,2
Tommy Dorsey,Polka Dots and Moonbeams,53,2
Monsta X,Ride with U,59,0
Lifehouse,You And Me,76,4
The Band,Rockin' Chair,36,2
TWICE,LAST WALTZ,72,0
Daryl Hall & John Oates,Rock Steady,16,0
Halit Bilgiç,Özgürlük Çiçeğimsin,5,0
Akon,Right Now (Na Na Na),67,0
Lee Brice,One Of Them Girls,75,0
The Outlaws,Stick Around For Rock & Roll - Digitally Remastered 2001,12,0
Motörhead,Ace of Spades,74,4
Tompi,Sedari Dulu,53,0
Utha Likumahuwa,Esok Kan Masih Ada,51,2
Frédéric Chopin,"Waltzes, Op. 64: No. 2, Tempo giusto in C-Sharp Minor",1,3
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),79,4
Sturgill Simpson,A Little Light,43,0
Steve Wariner,Holes In The Floor Of Heaven,19,2
Billy Joel,Only The Good Die Young,13,1
Playboi Carti,wokeuplikethis*,77,4
Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467: II. Andante",0,3
Paul Simon,Me And Julio Down By The Schoolyard - Bonus Track,12,1
Tate McRae,working,77,0
Ghaitsa Kenang,Matahariku - Rising Star Indonesia,3,2
Niall Horan,This Town,79,2
BTS,All Night (BTS World Original Soundtrack) [Pt. 3],62,0
KEY,BAD LOVE,66,4
Nat King Cole,The Happiest Christmas Tree,69,1
TOMORROW X TOGETHER,Our Summer,60,4
Drake,Best I Ever Had,76,4
Ella Fitzgerald,Cheek To Cheek,68,2
Charlie Haden,It Came Upon The Midnight Clear,60,3
Yellowcard,Ocean Avenue,74,0
Johann Sebastian Bach,"Goldberg Variations, BWV 988: Var. 12, Canone alla quarta",0,3
Jonathan Edwards,Don't This Road Look Rough And Rocky,9,2
Rihanna,S&M,77,0
Rossa,Terlalu Cinta,64,2
Little Feat,Rock and Roll Doctor,13,2
TWICE,Baby Blue Love,60,0
The Macarons Project,Hazy - Acoustic,48,2
Superman Is Dead,Aku Anak Indonesia,9,0
SUPER JUNIOR,"쏘리 쏘리 Sorry, Sorry",62,0
Astrid,Tentang Rasa,54,2
"Blood, Sweat & Tears",Take Me in Your Arms (Rock Me a Little While),16,0
Grateful Dead,"Morning Dew - Live at Boston Music Hall, November 30, 1973",18,2
CHANYEOL,Stay With Me,74,2
Hinder,Lips Of An Angel,74,4
EST Gee,Lick Back Remix (feat. Future & Young Thug),61,0
Coldiac,No Make Up,47,0
Chet Baker,My Funny Valentine,64,2
Darius,FEELS RIGHT,60,4
Juice WRLD,Wasted (feat. Lil Uzi Vert),76,4
BTS,Interlude : Shadow,69,4
Doja Cat,Streets,86,4
DAY6,You make Me,62,4
Johann Sebastian Bach,"Violin Concerto No. 2 in E Major, BWV 1042: II. Adagio",0,2
John Denver,Rocky Mountain Suite (Cold Nights in Canada),18,2
Etta James,Something's Got A Hold On Me,64,1
King Harvest,Dancing in the Moonlight,70,2
Cheap Trick,Boys & Girls & Rock N Roll,24,4
Andmesh,Nyaman,60,2
Elton John,Your Song,79,2
Kesha,TiK ToK,82,0
Pamungkas,Flying Solo,54,2
Henry Mancini,Moon River(Vocal Audrey Hepburn),64,2
George Strait,Amarillo By Morning,69,1
LouiVos,Feeling (feat. 11),16,4
Roy Woods,Drama (feat. Drake),76,4
Doja Cat,Options (feat. JID),72,4
Hoody,Sunshine,56,0
Dewa 19,Kangen,58,0
The Weeknd,Save Your Tears,89,1
SEVENTEEN,THANKS,62,4
Summer Walker,Throw It Away,75,0
Khutko,Pillow,57,3
Vince Gill,Go Rest High on That Mountain,25,2
Rezan,Şemmame,0,0
Paul Simon,That Was Your Mother (with Good Rockin' Doopsie & The Twisters),43,4
Tulus,1000 Tahun Lamanya,61,2
Hans Hu$tle,Neptune,59,2
EST Gee,Lick Back,60,0
Mc Kresha,Spo Ma Nin,27,4
Charley Crockett,Smoky,40,2
Alabama,Take Me Down,21,0
STAYC,COMPLEX,57,2
Dewa 19,Tak Kan Ada Cinta Yang Lain,53,4
Madeleine Peyroux,Don't Wait Too Long,50,2
Conan Gray,Astronomy,77,2
Margaret Whiting,Time After Time,56,2
Johann Sebastian Bach,"Cello Suite No. 3 in C Major, BWV 1009: VII. Gigue",0,3
Alice In Chains,Would?,72,4
Frédéric Chopin,"Preludes, Op. 28: No. 1 in C Major (Agitato)",0,3
Bruno Mars,It Will Rain,71,4
Roar,I Can't Handle Change,82,4
Grateful Dead,"Help on the Way / Slipknot! - Live at the Great American Music Hall, San Francisco, CA, August 13, 1975",33,2
Tri Suaka,Aku Bukan Jodohnya - Fullband Version,57,4
Electric Light Orchestra,Rock 'N' Roll Is King,38,0
B.J. Thomas,Rock of Ages,15,2
The Mavericks,Loving You,21,0
Billie Holiday,I'll Look Around,56,2
BTS,House of Cards (Full Length Edition),68,4
Billy Currington,Good Directions,70,4
Billie Eilish,Your Power,1,2
Padi,Seperti Kekasihku,28,4
NIve,Like A Fool,62,2
Dean Martin,Everybody Loves Somebody,57,2
Harmless,Swing Lynn,78,4
Dan Hicks & His Hot Licks,Canned Music,34,2
IZ*ONE,Secret Story of the Swan,67,0
MAMAMOO,Wind flower,60,2
Wolfgang Amadeus Mozart,"Symphonie n° 40 en sol mineur, K. 550: 1. Molto allegro",0,3
ZICO,SoulMate (feat. IU),60,0
Dire Straits,Money for Nothing,64,0
MAMAMOO,Egotistic,66,0
TWICE,FANCY,76,1
TWICE,Kura Kura,62,0
Dustin Lynch,Small Town Boy,70,0
Neil Sedaka,I Go Ape,27,0
38 Special,"Rockin' Into the Night - 1999 / Live at Buffalo Chip Campground, Sturgis, SD",10,1
Doja Cat,Love To Dream,71,2
Jack Harlow,Tyler Herro,77,0
The Weeknd,Often,79,4
Bleu Clair,Hit List,54,0
6LACK,Pretty Little Fears (feat. J. Cole),76,2
DEAN,I'm Not Sorry,62,4
Johann Sebastian Bach,"Christmas Oratorio in G Major, BWV 248, Pt. II: No. 10. Sinfonia",0,3
Marshmello,Be Kind (with Halsey),80,4
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,1,2
Nina Simone,Don't Let Me Be Misunderstood,61,2
Michael Bublé,Winter Wonderland,61,2
The Wallflowers,One Headlight,73,0
Lynyrd Skynyrd,Sweet Home Alabama,28,0
BTS,Butter,90,0
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",75,0
Owl City,Fireflies,80,4
Chris Brown,Yo (Excuse Me Miss),72,0
Strawberry Guy,Mrs Magic,78,4
Miley Cyrus,Party In The U.S.A.,74,4
Ten2Five,You - 2007 Remaster,61,2
Wolfgang Amadeus Mozart,"Piano Trio in E Major, K. 542: I. Allegro",1,2
TWICE,Feel Special,74,0
Tech N9ne,The Beast,60,0
Cheap Trick,Baby Loves to Rock,19,4
Rae Sremmurd,Swang,77,4
The Doobie Brothers,Rockin' Down the Highway (with Brad Paisley),22,4
DNCE,Cake By The Ocean,81,0
Playboi Carti,Sky,87,0
The Rose,I.L.Y.,61,2
Sandrayati Fay,Song for Berta,40,2
Bryson Tiller,Just Another Interlude,63,4
Jesse McCartney,Beautiful Soul,74,0
Momus,The Rape Of Lucretia,2,2
Steppenwolf,Magic Carpet Ride,70,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 22 Rezitativ: ""So recht, ihr Engel, jauchzt und singet""",0,2
GSoul,Hate Everything,65,2
Sparrow & Bird,Litania,60,2
Bob Dylan,"One More Cup of Coffee - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening",28,1
The Ozark Mountain Daredevils,Standing On The Rock,35,0
Jypsi,Keep Me Hangin' On,24,4
Bruno Mars,Grenade,78,4
Joe Hisaishi,One Summer Day,65,3
Galdive,Blew Me,40,2
Drake,Love All (with JAY-Z),79,4
Tom Petty and the Heartbreakers,One of Life's Little Mysteries,26,2
The Statler Brothers,Daddy Sang Bass,32,1
DPR LIVE,Martini Blue,62,0
Billy Joel,Piano Man,18,2
Sheila On 7,Kita,55,0
Camp Lo,Luchini AKA This Is It,60,0
Miles Davis,"'Round Midnight (feat. John Coltrane, Red Garland, Paul Chambers & Philly Joe Jones)",57,2
Tate McRae,feel like shit,85,2
Andmesh,Tiba Tiba,61,4
Johann Sebastian Bach,"Prelude from Suite for Cello Solo, BWV 1007 (With Added Electronics)",0,3
A Tribe Called Quest,Can I Kick It?,71,0
Jelly Roll,Still Hate You,33,4
Dean Martin,King of the Road,55,2
Little Feat,"Rocket In My Pocket - Live at the Rainbow Theatre, London, UK, 8/2/1977",28,1
Wolfgang Amadeus Mozart,"Minuet in F Major, K. 4",0,3
Kelly Clarkson,Underneath the Tree,77,0
Tom Petty,While My Guitar Gently Weeps,45,1
The Offspring,The Kids Aren't Alright,79,0
Ben Webster,Stardust,52,3
Grateful Dead,"Fire on the Mountain - Live at Radio City Music Hall, New York, NY 10/31/80; 2018 Remaster",24,2
Beyoncé,Partition,70,4
Afgan,Panah Asmara,62,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Four - For New Year's Day: No. 39 Aria: ""Flösst, mein Heiland, flösst dein Namen""",0,2
TOMORROW X TOGETHER,Blue Hour,74,0
Zac Brown Band,Same Boat,69,0
Madeleine Peyroux,To Love You All Over Again,60,2
Bill Evans,Peace Piece,57,3
Harry Styles,Cherry,76,2
Nicki Minaj,Super Bass,80,1
Bruno Mars,Fly As Me,80,4
Drake,Passionfruit,82,4
Rendy Pandugo,Hampir Sempurna,54,2
Guns N' Roses,Sweet Child O' Mine,74,0
Britney Spears,...Baby One More Time,79,0
BTS,Coffee,65,0
Hindia,Membasuh,62,2
Rich Brian,See Me,40,2
Nat King Cole,The Christmas Song (Merry Christmas To You),59,2
Johann Sebastian Bach,"In dulci jubilo, BWV 368",0,2
Harry Styles,She,78,4
Frédéric Chopin,"Piano Sonata No. 2 in B-Flat Minor, Op. 35: I. Grave",0,3
Afgan,Ku Dengannya Kau Dengan Dia,61,4
SF9,Tear Drop,63,4
Wolfgang Amadeus Mozart,"Symphony No. 41 in C Major, K. 551 ""Jupiter"": II. Andante cantabile",0,3
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Three - For The Third Day Of Christmas: No. 33 Choral: ""Ich will dich mit Fleiß bewahren""",0,2
Brad Paisley,"Life's Railway to Heaven (feat. Marty Stuart, Sheryl Crow & Carl Jackson)",28,2
Kaleb J,It's Only Me - Studio Version,79,4
Normani,Motivation,74,0
Thirty Seconds To Mars,The Kill,75,1
Maren Morris,Kingdom of One,40,4
Mariah Carey,Christmas (Baby Please Come Home),81,0
Fort Minor,Remember the Name (feat. Styles of Beyond),75,0
Birdy,Skinny Love,74,2
Sam Kim,Love Me Like That,79,2
EST Gee,Ball Forever,53,0
Sherif Omeri,Live Rap - Live,0,2
Sam Kim,Make Up,64,2
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Three - For The Third Day Of Christmas: No. 30 Evangelist: ""Und sie kamen eilend""",0,2
Doja Cat,Naked,75,0
STAYC,I’ll BE THERE,60,2
EST Gee,Members Only (feat. 42 Dugg),56,0
Eric Church,"Country Music Jesus - Live At BOK Center, Tulsa, OK / February 02, 2017",22,1
Train,Drive By,78,0
Her's,What Once Was,75,4
Clevt,Lover,39,0
Paul McCartney,Let It Be,15,4
Lil Tecca,NEVER LEFT,76,4
Simeon Walker,Gleam,63,3
Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),97,0
Tom Petty and the Heartbreakers,105 Degrees,47,0
Mc Kresha,Po Sillna,27,4
BTS,Save Me,73,0
Shakin' Stevens,Green Door,40,0
JIMIN,Puss,37,0
RejSende,When I Meet You,57,3
Wolfgang Amadeus Mozart,"Minuet in D Major, K. 94",0,3
Conway Twitty,"Dim Lights, Thick Smoke (And Loud, Loud Music)",29,0
Bishop Briggs,River,76,0
Demi Lovato,Heart Attack,80,4
Cyndi Lauper,Girls Just Want to Have Fun,78,0
MAMAMOO,HIP,74,0
NCT DREAM,Hot Sauce,74,0
Bazzi,Mine,77,0
NDC Worship,Waktu Tuhan - Live,56,2
Taylor Swift,Shake It Off,73,0
LOONA,Heart Attack (츄),67,1
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,73,4
Poison,Nothin' But A Good Time - Remastered 2006,68,4
LaSalle Street Trio,Everything Happens To Me,59,3
EXID,Up & Down,61,4
Johnny Rivers,Mr. Tambourine Man,20,0
Ariana Grande,Santa Tell Me,88,0
fromis_9,Talk & Talk,61,0
Roberta Flack,Feel Like Makin' Love,64,3
Frédéric Chopin,"Études, Op. 10: No. 3, Étude in E Major ""Tristesse""",0,3
DAY6,Zombie - English Ver.,62,0
BTS,MIC Drop,66,0
EST Gee,Make It Even,52,4
Ariana Grande,One Last Time,80,4
Tee Grizzley,From The D To The A (feat. Lil Yachty),74,0
TheOvertunes,I Still Love You,68,2
American Authors,Best Day Of My Life,79,0
ITZY,ICY,68,0
SAMSONS,Di Ujung Jalan,55,4
Virgoun,Surat Cinta Untuk Starla,62,2
Frédéric Chopin,"Nocturnes, Op. 27: No. 1, Larghetto in C-Sharp Minor",0,3
Booker Ervin,White Christmas - Remastered,56,0
ILLENIUM,Good Things Fall Apart (with Jon Bellion),67,4
BTS,Jamais Vu,70,4
Dua Lipa,Don't Start Now,83,0
Drive,Bersama Bintang,55,4
5 Seconds of Summer,She Looks So Perfect,73,4
Sigala,Lasting Lover,77,4
The Offspring,"You're Gonna Go Far, Kid",80,0
Pitbull,Feel This Moment (feat. Christina Aguilera),78,0
Jerrod Niemann,Shinin' On Me,40,0
Boombastic,Once Upon a Time,0,4
John Denver,Coventry Carol,35,2
Chet Baker,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,63,2
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 21 Chor: ""Ehre sei Gott in der Höhe""",0,2
Tracy Byrd,Watermelon Crawl,21,0
Wolfgang Amadeus Mozart,"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": 1. Allegro",0,3
Mc Kresha,Shush,19,4
SOYOU,I Miss You,64,2
Lauv,I Like Me Better,83,2
Vince Guaraldi Trio,The Christmas Song,63,3
Paul Desmond,A Taste of Honey - Live,55,2
Shawn Mendes,Mercy,80,4
Caravan Palace,Wonderland,54,0
Homicide (Indonesia),Terra Angkara,13,4
Jefferson Starship,Rock Music,33,0
2NE1,I Am The Best,67,0
John Denver,What Child Is This,38,2
Eagles,"Hotel California - Live On MTV, 1994",29,1
Bob Seger,Fortunate Son,44,1
Peggy Lee,La La Lu,59,2
Tech N9ne,The Herder,54,1
Dave Matthews Band,Crash into Me,67,0
Homicide (Indonesia),Garnisun Arang 1998,12,1
Cheap Trick,Ohm Sweet Ohm - 'Rock & Rule' OST Outtake,18,2
Rendy Pandugo,HOME,0,2
Rezan,Dawi - Outro,0,4
JKT48,Fortune Cookie Yang Mencinta,54,0
Weird Genius,Future Ghost (feat. Violette Wautier),61,4
The All-American Rejects,Gives You Hell,73,0
GRiZ,Vibe Check,53,4
Simon & Garfunkel,"Mrs. Robinson - From ""The Graduate"" Soundtrack",76,2
AC/DC,Shoot to Thrill,73,4
Surf Curse,Freaks,88,4
Bruno Mars,Talking to the Moon,84,2
Cupid,369,2,4
Shawn Mendes,Señorita,82,0
Bryan Adams,"Summer Of '69 - Live At Rock Werchter, Belgium/1988",30,1
Ted Jonson Trio,Carey,55,2
Radiohead,High and Dry,74,4
Louis Armstrong,La vie en rose - Single Version,63,2
Sech,911 - Remix,86,0
Ariana Grande,pov,81,4
The Black Keys,Howlin' for You,66,4
The Band,"The Rumor - Live At The Academy Of Music, New York, 1971 / Remastered 2001",15,1
Arash Buana,depressed sometimes,54,2
OneRepublic,Good Life,73,0
Stephanie Poetri,Straight To You,40,4
Slank,Indonesiakan Una - Live,2,2
Nicki Minaj,Seeing Green (with Drake & Lil Wayne),72,4
Cheap Trick,Surrender,69,1
Lady Gaga,Born This Way,69,4
Polo G,Chosen 1,75,4
Meat Loaf,Rock And Roll Dreams Come Through - Knute Rockne Edit,17,4
Rihanna,Work,77,0
Elton John,Don't Go Breaking My Heart,78,0
Bay City Rollers,Rock 'n' Roll Love Letter,18,4
Carly Simon,You're so Vain - 2015 Remaster,34,0
John Mellencamp,R.O.C.K. In The U.S.A. (A Salute To 60's Rock),23,0
WizKid,Essence (feat. Tems),78,1
NIKI,Nightcrawlers,29,4
The Macarons Project,Leaving on a Jet Plane - Acoustic,61,2
Arash Buana,if u could see me cryin' in my room,75,2
Lil Baby,Freestyle,77,4
Arizona Zervas,ROXANNE,82,1
Norah Jones,I Dream Of Christmas,42,4
iann dior,V12 (feat. Lil Uzi Vert),75,0
Adele,Set Fire to the Rain,80,4
Fama,Rap Along Song,21,4
Reality Club,Elastic Hearts,48,4
REO Speedwagon,Back on the Road Again,15,4
Bob Dylan,"Desolation Row - Live at Sony Music Studios, New York, NY - November 1994",27,1
BANNERS,Someone To You,81,0
Loudon Wainwright III,Daughter,52,2
David Bowie,Rebel Rebel - 2016 Remaster,74,4
Miley Cyrus,The Climb,69,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Two - For The Second Day Of Christmas: No. 15 Aria: ""Frohe Hirten, eilt, ach eilet""",0,2
Nat King Cole,Buon Natale (Means Merry Christmas To You),0,2
Alexander 23,IDK You Yet,81,2
Alex Porat,happy for you,33,0
DRWN.,roots,56,3
Lee Brice,Memory I Don't Mess With,68,0
Bryan Adams,"Run To You - Live At Rock Werchter, Belgium/1988",28,1
Dua Lipa,Love Again,2,4
Greta Van Fleet,Highway Tune,72,4
Drake,Pipe Down,77,0
Johann Sebastian Bach,"Goldberg Variations, BWV 988: Aria",0,3
YUNGBLUD,parents,73,0
Daniel Caesar,Best Part (feat. H.E.R.),78,2
Trippie Redd,Love Scars,74,4
Greydon Park Band,Let It Snow,52,3
Claude Debussy,Claire de lune,62,3
Tompi,Menghujam Jantungku,58,0
Juice WRLD,Bad Boy (with Young Thug),77,4
Blue Öyster Cult,R. U. Ready 2 Rock,27,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 52 Rezitativ: ""Mein Liebster herrschet schon""",0,2
The Doobie Brothers,Listen to the Music - Single Version; 2006 Remaster,53,0
TAEYEON,그대라는 시,69,2
Twit One,Twit Wun Two,60,3
Ten2Five,Lirilir,20,2
Jacob Baron,My One And Only Love,56,3
blackbear,idfc,80,2
Rich Brian,Flight,47,4
John Denver,"Rocky Mountain High - Live at the Universal Amphitheatre, Los Angeles, CA - August/September 1974",25,1
BTS,Permission to Dance (R&B Remix),69,4
Shawn Mendes,There's Nothing Holdin' Me Back,84,0
The Collective,I´m Getting Sentimental Over You,56,3
BTS,Silver Spoon,63,0
Homicide (Indonesia),Panoptikanubis,14,4
Tiara Andini,Buktikan,60,2
Johann Sebastian Bach,"Goldberg Variations, BWV 988: Var. 24, Canone all'ottava",0,3
Sandhy Sondoro,Tak Pernah Padam,55,2
Olivia Rodrigo,good 4 u,95,0
BTS,Like,71,0
Ten2Five,Anak Kambing Saya,2,0
TOMORROW X TOGETHER,Magic Island,58,2
Sam Smith,I'm Not The Only One,83,2
Big Sean,Wolves (feat. Post Malone),79,4
Bruce Springsteen,Dancing In the Dark,79,4
Noah,Kala Cinta Menggoda,58,4
Gergasi Api,Red Knight,0,4
The Band,"The Night They Drove Old Dixie Down - Live At The Academy Of Music, New York, 1971 / Remastered 2001",23,1
Ray Charles,I've Got a Woman,67,2
TWICE,ICON,73,0
John Mayer,Your Body Is a Wonderland,75,0
Brent Faiyaz,Dead Man Walking,79,4
Naif,Air & Api,62,0
Bebe Rexha,Meant to Be (feat. Florida Georgia Line),77,0
Sheila On 7,Buat Aku Tersenyum,52,0
Monsta X,Shoot Out,58,4
Playboi Carti,ILoveUIHateU,76,4
Lady Gaga,Always Remember Us This Way,81,1
Miley Cyrus,When I Look At You,65,4
Johann Sebastian Bach,"French Suite No. 1 in D Minor, BWV 812: VI. Gigue",0,3
NCT 127,Baby Don’t Like It 나쁜 짓,61,4
Homicide (Indonesia),Senjakala Berhala,16,4
NF,Let You Down,82,4
Cortex,Huit octobre 1971,60,3
Daryl Hall & John Oates,Adult Education - Special Rock Mix,12,0
Wallows,Scrawny,72,0
Imagine Dragons,Wrecked,1,4
Grateful Dead,The Music Never Stopped - 2006 Remaster,21,2
Dave Mason,So High (Rock Me Baby and Roll Me Away),10,2
Bad Company,Feel like Makin' Love - 2015 Remaster,69,1
Afgan,Wajahmu Mengalihkan Duniaku,59,2
BTS,Filter,81,0
Natasha Midori,Beautiful Savior,46,4
Adele,Easy On Me,100,2
Ramengvrl,Look At Me Now,32,4
Sarah Buxton,I Need A Hero,33,2
GRiZ,Burn Up The Floor,54,4
Rich Brian,New Tooth,41,2
Krizz Kaliko,Twistin Yay,0,0
Molly Hatchet,The Boys Are Back In Town,19,4
Dreamcatcher,Deja Vu,61,4
Rage Against The Machine,Bulls On Parade,75,1
Megan Thee Stallion,Thot Shit,81,0
LESKY,Bathroom Marble,57,3
Cordae,Super,75,4
Peter Frampton,Baby I Love Your Way,13,1
One Direction,What Makes You Beautiful,83,0
Destiny's Child,Say My Name,77,0
Grateful Dead,"The Music Never Stopped (1) - Live at Alpine Valley Music Theatre, East Troy, WI, August 7, 1982",18,2
Thomas Rhett,Look What God Gave Her,71,0
The Band,"Caledonia Mission - Live At The Academy Of Music, New York, 1971 / Remastered 2001",19,2
Korn,Freak On a Leash,76,4
Stray Kids,DOMINO - English,67,0
Bill Charlap Trio,I'll Know,56,3
Journey,Faithfully,68,4
ToppDogg,Feel Alive - Rap Version,2,1
Willy Anggawinata,First Love,57,2
The Black Crowes,She Talks To Angels,68,4
Norah Jones,It's Not Christmas 'Til You Come Home - Recorded At Spotify Studios NYC,0,2
Doja Cat,Ain't Shit,86,0
Rihanna,Needed Me,80,4
Ten2Five,Kicir Kicir,18,0
MEDUZA,Lose Control,81,0
Frédéric Chopin,"Nocturne in E Minor, Op. 72",1,3
Jhené Aiko,B.S. (feat. H.E.R.),73,2
Wolfgang Amadeus Mozart,"String Quartet No. 19 in C Major, K. 465 ""Dissonance"": I. Adagio - Allegro",1,2
Dire Straits,Solid Rock,36,0
EST Gee,Opinion Base,2,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No. 8 Aria: ""Großer Herr, o starker König""",0,2
Normani,Wild Side (feat. Cardi B),81,4
John Denver,"I'd Rather Be a Cowboy (Lady's Chains) - Live at Red Rocks, CO - August 1973",16,1
Hivi!,Siapkah Kau 'Tuk Jatuh Cinta Lagi,61,2
The Statler Brothers,Just A Little Talk With Jesus,35,1
My Darkest Days,Porn Star Dancing,69,4
Fleetwood Mac,Sara - 2018 Remaster,0,0
Avril Lavigne,Complicated,80,4
Ennio Máno,We Three Kings (Jazz Version),51,3
Thomas Rhett,Country Again,68,4
The Platters,Christmas Time,68,2
The Beatles,I Want To Hold Your Hand - Remastered 2015,73,0
McCafferty,Beachboy,69,0
Anita Baker,Sweet Love,57,0
Ten2Five,Kicir-Kicir,4,0
Allman Brothers Band,Ramblin' Man,15,1
Lobo,I'd Love You to Want Me,21,4
ENHYPEN,Flicker,67,0
Raisa,Mantan Terindah,57,2
Ten2Five,CIK CIK PERIOOK,0,0
Johann Sebastian Bach,"Cello Suite No. 4 in E-Flat Major, BWV 1010: IV. Sarabande",0,3
Adele,Water Under the Bridge,75,4
Cardi B,I Like It,81,0
Ardhito Pramono,fake optics,49,2
Finbar Furey,New York Girls,33,2
Michael Bublé,Silent Night,63,2
Kid Cudi,Day 'N' Nite (nightmare),72,0
Katy Perry,Last Friday Night (T.G.I.F.),72,1
Cardi B,Thru Your Phone,71,4
